product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,ingredients,price_usd,primary_category,secondary_category
P423150,Multi-Active Toner,6219,Dermalogica,16363,4.3987,316.0,"['Water, Butylene Glycol, Aloe Barbadensis Extract, Arginine, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Melissa Officinalis Leaf Extract, Citrus Limon (Lemon) Peel Oil, Citrus, Aurantium Bergamia (Bergamot) Fruit Oil, Cymbopogon Winterianus Herb Oil, Glycine, Alanine, Serine Lavandula Angustifolia (Lavender) Oil, Dipotassium Glycyrrhizate, Cucumis Sativus (Cucumber) Fruit Extract, Arnica Montana Flower Extract, Hedera Helix (Ivy) Extract, Malva Sylvestris (Mallow) Flower Extract, Parietaria Officinalis Extract, Sambucus Nigra Flower Extract, Tocopherol, Phenylalanine, Histidine, Valine, Isoleucine, Proline, Threonine, Sodium PCA, Sodium Lactate, Citric Acid, Polyquaternium-4, Aspartic Acid, PCA, Ethylhexylglycerin, Methyl Gluceth-20, Polysorbate 20, 1,2-Hexanediol, Caprylyl Glycol, PEG-12 Dimethicone, Ricinoleth-40, Sodium Citrate, Sodium Hydroxide, Tetrasodium Glutamate Diacetate, Linalool, Limonene, Citral, Geraniol, Phenoxyethanol.']",43.0,Skincare,Cleansers
P467111,Retinol Acne Clearing Oil,6219,Dermalogica,4762,4.3981,314.0,"['Coconut Alkanes, PPG-15 Stearyl Ether, Rosa Canina Fruit Oil, Simmondsia Chinensis (Jojoba) Seed Oil, C13-15 Alkane, Coco-Caprylate/Caprate, Argania Spinosa Kernel Oil, Salicylic Acid, Caprylic/Capric Triglyceride, Isopropyl Lauroyl Sarcosinate, Retinyl Propionate, Butyl Avocadate, Phenylethyl Resorcinol, Tanacetum Annuum Flower Oil, Sclareolide, Triolein, Cetyl Alcohol, Hydroxymethoxyphenyl Decanone, Tocopherol, BHT, Propyl Gallate.']",86.0,Skincare,Moisturizers
P423123,Daily Superfoliant Exfoliator,6219,Dermalogica,10658,4.5631,309.0,"['Microcrystalline Cellulose, Sodium Bicarbonate, Sodium Cocoyl Glutamate, Sodium Myristoyl Glutamate,Malic Acid, Sodium Methyl Cocoyl Taurate, Charcoal Powder, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Maltodextrin, Silica, Magnesium Oxide, Oryza Sativa (Rice) Bran Extract, Polymethylsilsesquioxane, Sapindus Trifoliatus Fruit Extract, Niacinamide, Citrus Aurantium Amara (Bitter Orange) Peel Oil, Zingiber Of cinale (Ginger) Root Extract, Lavandula Angustifolia (Lavender) Oil, Lavandula Hybrida Oil, Camellia Sinensis Leaf, Kappaphycus Alvarezii Extract, Caesalpinia Spinosa Fruit Pod Extract, Citrus Limon (Lemon) Peel Oil, Rosmarinus Of cinalis (Rosemary) Leaf Oil, Salvia Of cinalis (Sage) Oil, Subtilisin, Lipase, Papain, Lactic Acid, Oryza Sativa (Rice) Starch, Sodium Chloride, Sodium Dehydroacetate, Xanthan Gum, Water, Coconut Acid, Calcium Lactate, Capryloyl Glycine, Undecylenoyl Glycine, Cetrimonium Chloride, Limonene, Linalool.']",65.0,Skincare,Cleansers
P475086,BioLumin-C Vitamin-C Gel Moisturizer,6219,Dermalogica,6836,4.6384,271.0,"['Water/Aqua/Eau, Glycerin, Squalane, Propanediol, Butylene Glycol, PPG-24-Glycereth-24, Jojoba Wax Peg-120 Esters, Hydroxyethyl Urea, Trehalose, Aminopropyl Ascorbyl Phosphate, Allantoin, Hyaluronic Acid, Hydrolyzed Hyaluronic Acid, Hydrolyzed Jojoba Esters, Biosaccharide Gum-1, Ethylhexylglycerin, Sodium PCA, Sodium Levulinate, Ergothioneine, Beta-Carotene, Lactobacillus Ferment, Aloe Barbadensis Leaf Juice, Camellia Sinensis Leaf Extract, Centella Asiatica Extract, Chamomilla Recutita (Matricaria) Flower Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Verbascum Thapsus Extract, Lactobacillus/Pumpkin Ferment Extract, Glycine Soja (Soybean) Oil, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Paradisi (Grapefruit) Peel Oil, Helianthus Annuus (Sunflower) Seed Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Raspberry Ketone, Jasminum Sambac (Jasmine) Flower Extract, Santalum Album (Sandalwood) Oil, Daucus Carota Sativa (Carrot) Root Extract, Bisabolol, Cystine, Glycine, Dipotassium Glycyrrhizate, Hydrolyzed Glycosaminoglycans, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Pentylene Glycol, Caprylyl Glycol, Tocopherol, Mannitol, Tetrasodium Glutamate Diacetate, Sodium Hydroxide, Phytic Acid, Citric Acid, PEG-40 Hydrogenated Castor Oil, C12-13 Pareth-3, Xanthan Gum, Sclerotium Gum, Polyacrylate Crosspolymer-6, Ascorbyl Methylsilanol Pectinate, Glyceryl Caprylate, p-Anisic Acid, Benzyl Glycol, Methylpropanediol, Sodium Benzoate, Potassium Sorbate, Limonene.']",69.0,Skincare,Moisturizers
P502326,Dynamic Skin Recovery SPF50 Moisturizer,6219,Dermalogica,5274,4.8189,265.0,"['Water/Aqua/Eau, Carthamus Tinctorius (Safflower) Oleosomes, Butylene Glycol, Dimethicone, C12-15 Alkyl Benzoate, Propanediol, Polysorbate 80, Palmitoyl Tetrapeptide-7, Dipotassium Glycyrrhizate, Aniba Rosodora (Rosewood) Wood Oil, Camellia Sinensis Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Pelargonium Graveolens Flower Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Saccharomyces Cerevisiae Extract, Laminaria Digitata Extract, Rosa Damascena Flower Oil, Eugenia Caryophyllus (Clove) Bud Oil, Citrus Limon (Lemon) Peel Oil, Cymbopogon Schoenanthus Oil, Cymbopogon Martini Oil, Cupressus Sempervirens Leaf Oil, Citrus Limon (Lemon) Peel Extract, Eucalyptus Globulus Leaf Oil, Tocopherol, Squalane, Caprylyl Glycol, Carnosine, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Lecithin, Urea, Caprylic/Capric Triglyceride, Glycerin, Pentylene Glycol, Bisabolol, Glucosamine HCl, Ethylhexylglycerin, 1,2-Hexanediol, Gluconolactone, Polysorbate 60, Trisodium Ethylenediamine Disuccinate, Sorbitan Isostearate, Decyl Glucoside, Aminomethyl Propanol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, Sodium Acrylates Copolymer, Phenethyl Alcohol, Sodium Benzoate, Linalool, Eugenol, Limonene, Citronellol, Geraniol, Benzyl Benzoate, Citral, Titanium Dioxide.']",79.0,Skincare,Sunscreen
P423135,Super Rich Repair Moisturizer,6219,Dermalogica,7054,4.6593,226.0,"['Water/Aqua/Eau, Isohexadecane, Dipropylene Glycol, Caprylic/Capric/Myristic/Stearic Triglyceride, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Dimethicone, Glycerin, Octyldodecyl Neopentanoate, Sodium Chloride, Isostearic Acid, Arginine/Lysine Polypeptide, Palmitoyl Tripeptide-5, Avena Sativa (Oat) Kernel Extract, Pyrus Malus (Apple) Seed Extract, Borago Officinalis Seed Oil, Oenothera Biennis (Evening Primrose) Oil, Hydrogenated Coconut Oil, Gardenia Taitensis Flower, Laminaria Digitata Extract, Yeast Extract, Glucosamine HCL, Cedrus Atlantica Bark Oil, Cupressus Sempervirens Leaf/Stem Extract, Eucalyptus Globulus Leaf Oil, Helianthus Annuus (Sunflower) Seed Oil, Pelargonium Graveolens Flower Oil, Aniba Rosodora (Rosewood) Wood Oil, Abies Sibirica Oil, Santalum Album (Sandalwood) Oil, Sodium Hyaluronate, Tocopheryl Acetate, Colloidal Oatmeal, Madecassoside, Urea, Hexyldecanol, Polyglyceryl-4 Isostearate, Cetyl Dimethicone, Hydrogenated Castor Oil, Butylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Hexylene Glycol, Linalool, Geraniol, Citronellol, Phenoxyethanol.']",94.0,Skincare,Moisturizers
P428240,Calm Water Gel Moisturizer,6219,Dermalogica,8686,4.3562,219.0,"['Water, Glycerin, Aloe Barbadensis (Aloe) Leaf Juice, Dimethicone, Butylene Glycol, Pyrus Malus (Apple) Fruit Extract, 1,2-Hexanediol, Diethylhexyl Carbonate, Opuntia Ficus-Indica Stem Extract, Sodium Hyaluronate, Dipotassium Glycyrrhizate, Hydrolyzed Sodium Hyaluronate, Lavandula Angustifolia (Lavender) Flower Extract, Stearyl Heptanoate, Cetyl PEG/PPG-10/1 Dimethicone, Hydroxyacetophenone, Sea Salt, Dimethicone Crosspolymer, Stearyl Caprylate, Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone, Potassium Sorbate Citric Acid, Sodium Benzoate, Disodium Phosphate, Linalool, Limonene.']",55.0,Skincare,Moisturizers
P481972,La Mousse OFF/ON Foaming Face Cleanser,1073,Dior,9400,4.4232,560.0,"['Aqua (Water), Glycerin, Lauric Acid, Stearic Acid, Sodium Methyl Cocoyl Taurate, Maltooligosyl Glucoside, Palmitic Acid, Sodium Hydroxide, Hydrogenated Starch Hydrolysate, Centaurea Cyanus Flower Water, Parfum (Fragrance), Glyceryl Stearate, Peg-100 Stearate, Pentaerythrityl Tetrabehenate, Nymphaea Alba Root Extract, Dipotassium Glycyrrhizate, Coco-Betaine, Potassium Hydroxide, Chlorphenesin, Sodium Cocoyl Isethionate, Sodium Benzoate, Potassium Sorbate, Tocopherol, Citric Acid, Caprylyl Glycol, Polyquaternium-22.']",50.0,Skincare,Cleansers
P397310,PoreDermabrasion Pore Perfecting Exfoliator,4372,Dr. Brandt Skincare,20771,4.2437,316.0,"['Water/Aqua/Eau, Alumina, Glycerin, Butylene Glycol, Lactobacillus Ferment, Carica Papaya (Papaya) Fruit Extract, Carbomer, Methyl Gluceth-20, Lens Esculenta (Lentil) Fruit Extract, Microcitrus Australasica Fruit Extract, Lactobacillus/Pumpkin Fruit Ferment Filtrate, Amyris Balsamifera Bark Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Eugenia Caryophyllus (Clove) Leaf Oil, Jasminum Officinale (Jasmine) Oil, Lavandula Angustifolia (Lavender) Oil, Citrus Limon (Lemon) Peel Oil, Mentha Piperita (Peppermint) Oil, Rosa Damascena Flower Oil, Caprylic/Capric Triglyceride, Allantoin, Xanthan Gum,  Sodium Hyaluronate, Salicylic Acid, Methyl Methacrylate Crosspolymer, Alcohol Denat., Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Ethylhexylglycerin, Iron Oxide (Ci 77491), Sodium Oxide.']",59.0,Skincare,Cleansers
P461439,Hyaluronic Marine Makeup Removing Meltaway Cleanser,5668,Dr. Dennis Gross Skincare,8658,4.4555,595.0,"['Water/Aqua/Eau, Ethylhexyl Palmitate, Neopentyl Glycol Diheptanoate, Butylene Glycol, Isododecane, Cetearyl Isononanoate, Glycerin, Sodium Hyaluronate, Saccharide Isomerate, Caulerpa Lentillifera Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Aloe Barbadensis Leaf Juice, Phytic Acid, Citrus Aurantium Dulcis (Orange) Peel Extract, Citrus Grandis (Grapefruit) Peel Extract, Vanilla Planifolia Fruit Extract, Cucumis Melo (Melon) Fruit Extract, Triethyl Citrate, Lactic Acid, Copper PCA, Citric Acid, Sodium Citrate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Phenoxyethanol, Potassium Sorbate, Sodium Benzoate.']",32.0,Skincare,Cleansers
P481340,Alpha Beta AHA/BHA Daily Cleansing Gel,5668,Dr. Dennis Gross Skincare,10330,4.3166,439.0,"['Water, Glycerin, Propanediol, Sodium Lauroyl Methyl Isethionate, Cocamidopropyl Hydroxysultaine, Sodium Cocoamphoacetate, Disteareth-75 IPDI, Glycereth-7 Caprylate/Caprate, PEG-40 Hydrogenated Castor Oil, Mandelic Acid, Glycolic Acid, Salix Alba (Willow) Bark Extract, Phytic Acid, Citric Acid, Farnesol, Barosma Betulina Leaf Extract, Sodium PCA, Sodium Hyaluronate, Tremella Fuciformis (Mushroom) Extract, Aloe Barbadensis Leaf Juice, Bisabolol, Hydrolyzed Soy Protein, Camellia Sinensis Leaf Extract, Dimethyl Isosorbide, Butylene Glycol, PEG-7 Glyceryl Cocoate, Polyglyceryl-3 Laurate, Sodium Hydroxide, Sodium Chloride, Gluconolactone, Sodium Phytate, Caprylic/Capric Triglyceride, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Eugenia Caryophyllus (Clove) Flower Extract, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Vitis Vinifera (Grape) Fruit Extract, Phenoxyethanol, Benzoic Acid, Sodium Benzoate, Potassium Sorbate.']",39.0,Skincare,Cleansers
P501190,Vitamin C Lactic Dewy Deep Cream,5668,Dr. Dennis Gross Skincare,10107,4.8008,251.0,"['Water/Aqua/Eau, Glycerin, Butylene Glycol, Camellia Japonica Seed Oil, Oryza Sativa (Rice) Bran Oil, Dimethicone, Sucrose, Pentylene Glycol, Helianthus Annuus (Sunflower) Seed Oil, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, 3-O-Ethyl Ascorbic Acid, Lactic Acid, Niacinamide, Dipotassium Glycyrrhizate, Squalane, Ceramide NP, Saccharide Isomerate, Superoxide Dismutase, Ubiquinone, Undaria Pinnatifida Extract, Aloe Barbadensis Leaf Juice, Adenosine, Collagen Amino Acids, Hydroxyproline, Acetyl Hexapeptide-8, Leuconostoc/Radish Root Ferment Filtrate, Glycolic Acid, Carnitine, Glycine, Carnitine HCl, Lactobacillus Ferment, 1,2-Hexanediol, Caprylyl Glycol, Caprylic/Capric Triglyceride, Hydrogenated Lecithin, Lecithin, Maltodextrin, Hydroxyethylcellulose, Polysorbate 60, Carbomer, Ammonium Hydroxide, Potassium Hydroxide, Sodium Phytate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Triethyl Citrate, Lavandula Angustifolia (Lavender) Flower/Leaf/Stem Extract, Elettaria Cardamomum Seed Extract, Pyrus Malus (Apple) Fruit Extract, Rubus Idaeus (Raspberry) Fruit Extract, Cananga Odorata Flower Extract, Citrus Aurantium Bergamia (Bergamot) Fruit Extract, Citrus Aurantium Amara (Bitter Orange) Flower Extract, Coffea Arabica (Coffee) Seed Extract, Cucumis Melo (Melon) Fruit Extract, Cupressus Sempervirens Leaf/Stem Extract, Fucus Vesiculosus Extract, Jasminum Officinale (Jasmine) Flower Extract, Rose Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Salvia Officinalis (Sage) Leaf Extract, Santalum Album (Sandalwood) Wood Extract, Phenoxyethanol, Potassium Sorbate.']",75.0,Skincare,Moisturizers
P448184,Cicapair Tiger Grass Calming Mist,6014,Dr. Jart+,23218,4.4314,554.0,"['Water, Dipropylene Glycol, Butylene Glycol, Eryngium Maritimum Callus Culture Filtrate, Niacinamide, Pentylene Glycol, Houttuynia Cordata Extract, Ilex Aquifolium (Holly) Leaf Extract, Achillea Millefolium Oil, 1,2-Hexanediol, Erythritol, Chondrus Crispus Extract, C12-14 Pareth-12, Saccharum Officinarum (Sugarcane) Extract/Extrait de canne à sucre, Streptococcus Thermophilus Ferment, Panthenol, Caprylyl Glycol, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Oil, Adenosine, Glycerin, DNA, Diphenyl Dimethicone, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Carbomer, Triethylhexanoin, Tromethamine, Disodium EDTA, Melia Azadirachta Leaf Extract, Hydrogenated Lecithin, Hedera Helix (Ivy) Extract, Melia Azadirachta Flower Extract, Madecassoside, Asiatic Acid, Asiaticoside, Madecassic Acid, Calcium Chloride, Centella Asiatica Extract, Magnesium Sulfate.']",25.0,Skincare,Moisturizers
P454086,Teatreement Cleansing Foam,6014,Dr. Jart+,9022,4.1409,504.0,"['Melaleuca Alternifolia (Tea Tree) Leaf Extract, Water/Eau, Disodium Laureth Sulfosuccinate, Sodium Cocoyl Glutamate, Methylpropanediol, 1,2-Hexanediol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Melaleuca Alternifolia (Tea Tree) Lead Oil, Centella Asiatica Extract, Ficus Carica (Fig) Fruit Extract, Polyglyceryl-10 Laurate, Anthemis Nobilis Flower Extract, Camellia Sinensis Leaf Extract, Glycyrrhiza Glabra (Licorice) Rhizome/Root, Amaranthus Caudatus Seed Extract, Ulmus Davidiana Root Extract, Hamamelis Virginiana (Witch Hazel) Extract, Undaria Pinnatifida Extract, Gloiopeltis Furcata Extract, Aloe Barbadensis Leaf Extract, Cinnamomum Zeylanicum Bark Extract, Pinus Pinaster Bark Extract, Butylene Glycol, Disodium EDTA, Hydrogenated Lecithin, Ceramide NP, Allantoin, Niacinamide, Silica, Capryloyl Glycine, Hexylene Glycol, Camphor, Sarcosine, 4-Terpineol, Methyl Methacrylate Crosspolymer.']",29.0,Skincare,Cleansers
P457521,Every Sun Day Mineral Sunscreen SPF 50+,6014,Dr. Jart+,29897,4.4336,482.0,"['Water, Cyclopentasiloxane, Zinc Oxide, Propanediol, Titanium Dioxide, Butylene Glycol Dicaprylate/Dicaprate, Lauryl Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Methyl Methacrylate Crosspolymer, Butyloctyl Salicylate, Caprylyl Methicone, Citrus Aurantium Dulcis (Orange) Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Litsea Cubeba Fruit Oil, 1,2-Hexanediol, Disteardimonium Hectorite, Magnesium Sulfate, Stearic Acid, Aluminum Hydroxide, Polyglyceryl-3 Polydimethylsiloxyethyl Dimethicone, Triethoxycaprylylsilane, Sorbitan Caprylate, Glyceryl Caprylate, Ethylhexylglycerin, Tocopherol.']",40.0,Skincare,Sunscreen
P454085,Teatreement Toner,6014,Dr. Jart+,7201,4.2553,470.0,"['Anthemis Nobilis Flower Extract, Camellia Sinesis Leaf Extract,Glycyrrhiza Glabra (Licorice) Rhizome/Root, Hamamelis Virginiana (Witch Hazel) Extract, Sodium Citrate, Cinnamomum Zelanicum Bark Extract, Pinus Pinaster Bark Extract, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Ethylhexylglycerin, Citric Acid, Disodium EDTA, Hydrogenated Lecithin, Capryloyl Glycine, Hexylene Glycol, Octylododeceth-16, Allantoin, Sarcosine, Ceramide NP, Camphor, Carthamus Tinctorius (Sunflower) Seed Oil, 1,2-Hexanediol, Silica, Glycine Soja (Soybean) Sterols, Linoleic Acid, Phospholipids, 4-Terpineol, Methyl Methacrylate Crosspolymer, Salicylic Acid.']",30.0,Skincare,Cleansers
P504007,Ceramidin Skin Barrier Moisturizing Cream,6014,Dr. Jart+,16300,4.6091,417.0,"['Water/Aqua/Eau, Glycerin, Caprylic/Capric Triglyceride, Dipropylene Glycol, Cetearyl Alcohol, Hydrogenated Polydecene, Methyl Trimethicone, Hydrogenated Poly(C6-14 Olefin), Butyrospermum Parkii (Shea) Butter, 1,2-Hexanediol, Phenyl Trimethicone, Dicaprylyl Ether, Cetearyl Olivate, Panthenol, Glyceryl Stearate, Behenyl Alcohol, Sorbitan Olivate, Theobroma Cacao (Cocoa) Seed Extract, 2,3-Butanediol, Cetearyl Glucoside, Ceramide NP, Ceramide NG, Ceramide NS, Ceramide AS, Ceramide AP, Cholesterol, Pentaerythrityl Distearate, Hydrogenated Lecithin, Palmitic Acid, Stearic Acid, Microcrystalline Cellulose, Glyceryl Stearate Se, Ammonium Acryloyldimethyltaurate/VP Copolymer, Cellulose Gum, Dextrin, Glyceryl Polymethacrylate, Pelargonium Graveolens Flower Oil, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, Salvia Officinalis (Sage) Oil, Citronellol, Tocopherol, Yellow 5 (CI 19140).']",48.0,Skincare,Moisturizers
P504001,Ceramidin Skin Barrier Serum Toner,6014,Dr. Jart+,5912,4.6364,341.0,"['Water/Aqua/Eau, Dipropylene Glycol, Betaine, Propanediol, Alcohol Denat., Glycosyl Trehalose, Glycerin, 1,2-Hexanediol, Panthenol, Pentylene Glycol, Erythritol, Hydrogenated Starch Hydrolysate, Triethylhexanoin, Diphenyl Dimethicone, Polyglyceryl-10 Myristate, Ceramide Np, Sucrose Distearate, Ethylhexylglycerin, Sodium Hyaluronate, Theobroma Cacao (Cocoa) Seed Extract, Pelargonium Graveolens Flower Oil, Olea Europaea (Olive) Fruit Oil, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, C12-14 Pareth-12, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Carbomer, Glyceryl Polymethacrylate, Glyceryl Stearate, Dextrin, Salvia Officinalis (Sage) Oil, Citronellol, Disodium Edta, Yellow 5 (Ci 19140).']",39.0,Skincare,Cleansers
P457522,Every Sun Day Sun Fluid SPF 50+,6014,Dr. Jart+,15285,4.4215,325.0,"['Water, Homosalate, Ethylhexyl Methoxycinnamate, Propanediol, Ethylhexyl Salicylate, Alcohol, Octocrylene, Butyl Methoxydibenzoylmethane, Benzotriazolyl Dodecyl p-Cresol, Pentylene Glycol, 1,2-Hexanediol, Lavandula Angustifolia (Lavender) Oil, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Ammonium Acryloyldimethyltaurate/VP Copolymer, Styrene/Acrylates Copolymer, Ethylhexylglycerin, Hydroxypropyl Methylcellulose Stearoxy Ether, Polyacrylate Crosspolymer-6, Butylene Glycol, BHT, T-Butyl Alcohol, Tocopherol.']",42.0,Skincare,Sunscreen
P464238,Peptide + Ceramide Repairing Moisturizer,6334,Dr. Zenovia Skincare,5504,4.6744,519.0,"['Purified Water, Cyclopentasiloxane, Sodium PCA, Glycerin, Caprylic/Capric Triglyceride, Polysorbate-60, Cetearyl Alcohol, Yucca Glauca Root Extract, Bakuchiol, Dimethicone, Cetearyl Glucoside, Polyacrylamide, C13-14 Isoparaffin, Laureth-7, Ceramide NP, Ceramide AP, Ceramide EOP, Sodium Hyaluronate, Phytosphingosine, Cholesterol, Sodium Lauroyl Lactylate, Camellia Sinensis (Green Tea) Polyphenols, Malus Domestica Fruit Cell Culture Extract, Genistein, Punica Granatum Sterols, Cucumis Sativus (Cucumber) Fruit Extract, Aloe Barbadensis Leaf Juice, Squalane, Ceramide 2, Tetrapeptide-21, Resveratrol, Bisabolol, Caffeine USP, Tocopherol Acetate, Lecithin, Glyceryl Stearate, PEG-100 Stearate, Dimethicone Crosspolymer, Carbomer, Xanthan Gum, Phenoxyethanol, Sorbic Acid, Caprylyl Glycol, Disodium EDTA, Fragrance.']",79.0,Skincare,Moisturizers
P464243,10% Benzoyl Peroxide Acne Cleanser,6334,Dr. Zenovia Skincare,8366,4.4931,434.0,"['Benzoyl Peroxide 10.0%, Aloe Barbadensis Leaf Extract, Bakuchiol, Camellia Sinensis (Green Tea) Leaf Polyphenols, Carbomer, Cucumis Sativus (Cucumber) Fruit Extract, Disodium EDTA, Fragrance, Genistein, Glycerin, Maltodextrin, Phenoxyethanol, Punica Granatum Sterols, Purified Water, Resveratrol, Sodium Benzoate, Sodium C14-16 Olefin Sulfonate, Stearic Acid USP, Tocopheryl Acetate.']",30.0,Skincare,Cleansers
P464239,Aloe Vera Blemish Soothing Moisturizer,6334,Dr. Zenovia Skincare,5968,4.5809,377.0,"['Purified Water, Aloe Barbadensis Leaf Juice, Cetearyl Alcohol, Glycerin USP, PPG-2 Myristyl Ether Propionate, Squalane, Polysorbate-60, Dimethicone, Beeswax, Genistein, Resveratrol, Punica Granatum Sterols, Cucumis Sativus (Cucumber) Fruit Extract, Camellia Sinensis (Green Tea) Polyphenols, Tocopherol Acetate, Bakuchiol, Carbomer, Triethanolamine, Benzyl Alcohol, Phenoxyethanol, Disodium EDTA.']",38.0,Skincare,Moisturizers
P464245,Bakuchiol Hydrating Cleanser,6334,Dr. Zenovia Skincare,1784,4.4983,301.0,"['Purified Water, Sodium Laureth Sulfate, Cocamidopropyl Betaine, Lauramide DEA, Glycol Distearate, Glycerin, Ectoin, Hydrolyzed Glycosaminoglycans, Resveratrol, Bakuchiol, Camellia Sinensis (Green Tea) Polyphenols, Camellia Sinensis (Green Tea) Leaf Extract, Panthenol, Chamomilla Recutita (Matricaria) Flower Extract, Cucumis Sativus (Cucumber) Fruit Extract, Lavandula Angustifolia (Lavender) Oil, Genistein, Punica Granatum Sterols, Aloe Barbadensis Leaf Juice, Sodium PCA, Leuconostoc/Radish Root Ferment Filtrate, Bisabolol, Yucca Glauca Root Extract, Emblica Officinalis Fruit Extract, Tocopherol Acetate, Phospholipids, Citric Acid, Caprylyl Glycol, Steareth-4, Sorbic Acid, Phenoxyethanol, Disodium EDTA, Fragrance.']",42.0,Skincare,Cleansers
P477985,A-Gloei Retinol Oil,7083,Drunk Elephant,24791,4.5501,489.0,"['Sclerocarya Birrea Seed Oil, Glycine Soja (Soybean) Oil, Retinol, Tocopherol, Ceramide AP, Ceramide NP.']",72.0,Skincare,Moisturizers
P392248,Pekee Cleansing Bar,7083,Drunk Elephant,20586,4.4633,449.0,"['Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Paraffin, Sclerocarya Birrea Seed Oil, Water/Aqua/Eau, Titanium Dioxide (CI 77891), Honey/Mel/Miel, Glycerin, Vaccinium Angustifolium (Blueberry) Fruit Extract.']",28.0,Skincare,Cleansers
P392249,JuJu Exfoliating Bar,7083,Drunk Elephant,30472,4.4663,386.0,"['Sodium Coco-Sulfate, Disodium Lauryl Sulfosuccinate, Triticum Vulgare (Wheat) Starch, Cetearyl Alcohol, Bambusa Vulgaris Leaf/Stem Extract, Paraffin, Sclerocarya Birrea Seed Oil, Water, Heilmoor Clay, Titanium Dioxide (CI 77891), Helianthus Annuus (Sunflower) Seed Oil, Euterpe Oleracea Fruit Extract, Lycium Barbarum Fruit Extract.']",28.0,Skincare,Cleansers
P424378,Mini Virgin Marula LuxuryFace Oil,7083,Drunk Elephant,48487,4.2368,266.0,['100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.'],38.0,Skincare,Moisturizers
P501176,Soft Clean Infusion Hydrating Treatment Lotion,6089,Estée Lauder,920,3.8333,456.0,"['Water\\Aqua\\Eau, Glycereth-26, Bis-Peg-18 Methyl Ether Dimethyl Silane, Polysorbate 20, Sucrose, Nymphaea Alba (Water Lily) Flower Extract, Sodium Hyaluronate, Trehalose, Dipotassium Glycyrrhizate, Caffeine, Glutamic Acid, Aspartic Acid, Serine, Leucine, Alanine, Lysine, Arginine, Tyrosine, Phenylalanine, Proline, Threonine, Valine, Isoleucine, Histidine, Glycine, Squalane, Passiflora Incarnata Flower Extract, Leontopodium Alpinum Extract, Lythrum Salicaria Extract, Hordeum Vulgare Extract\\Extrait D’orge, Triticum Vulgare (Wheat) Germ Extract, Tocopherol, Sodium Pca, Linoleic Acid, Glycerin, Butylene Glycol, Urea, Sodium Palmitoyl Proline, Cholesterol, Sodium Levulinate, Dipropylene Glycol, Citric Acid, Polyvinyl Acetate, Triacetin, Bht, Sodium Citrate, Sodium Benzoate, Potassium Sorbate, Chlorphenesin, Sorbic Acid, Disodium Edta, Polyquaternium-51, Tromethamine, Carbomer, Fragrance (Parfum), Phenoxyethanol, Ethylhexylglycerin.']",42.0,Skincare,Moisturizers
